date,year,season,location,sampleID,sampleID.prefix,microhabitat,mon.precip,mon.ADD,mon.max.discharge,mon.median.discharge,mon.mean.discharge,mon.max.turb,mon.median.turb,mon.max.wTemp,mon.median.wTemp,depth,per_sediment,per_rock,per_organic,dateTime.UTC,lat,long,alt,pH,wTemp,DO,light,flow,turb,cond,nitrate,alkalinity,phosphate
2019-10-03,2019,Fall,Upstream,03URFA19.USU,03URFA19,USU,25.3,495.95,19.3,8.27,8.94109375,246.7,5.275,22.85,18.69,12,52.5,37.5,10,2019-10-03T17:55:00Z,NA,NA,NA,7.95,NA,NA,NA,NA,10.466666666666669,217.3,NA,NA,NA
2019-10-03,2019,Fall,Upstream,03URFA19.USR,03URFA19,USR,25.3,495.95,19.3,8.27,8.94109375,246.7,5.275,22.85,18.69,29,10,55,10,2019-10-03T17:55:00Z,NA,NA,NA,8,NA,NA,NA,NA,11.35,218.475,NA,NA,NA
2019-10-03,2019,Fall,Upstream,03URFA19.UM,03URFA19,UM,25.3,495.95,19.3,8.27,8.94109375,246.7,5.275,22.85,18.69,25.5,20,72.5,7.5,2019-10-03T17:55:00Z,NA,NA,NA,7.96,NA,NA,NA,NA,7.5,218.56666666666663,NA,NA,NA
2019-10-03,2019,Fall,Upstream,03URFA19.UFR,03URFA19,UFR,25.3,495.95,19.3,8.27,8.94109375,246.7,5.275,22.85,18.69,26,15,80,5,2019-10-03T17:55:00Z,NA,NA,NA,7.98,NA,NA,NA,NA,9.933333333333334,218.1,NA,NA,NA
2020-06-05,2020,Summer,Upstream,01URSU20.USH,01URSU20,USH,25.8,429.65,172,67.5,78.49291666666667,1557,4.112500000000001,24.07,15.835,17.25,25,70,5,2020-06-05T19:00:00Z,42.320470075,-72.65372257,70.28418291,8.04,20.4,10.151170795,149.522204715,0.05425,0.95,144.25,NA,NA,NA
2020-06-05,2020,Summer,Upstream,01URSU20.USR,01URSU20,USR,25.8,429.65,172,67.5,78.49291666666667,1557,4.112500000000001,24.07,15.835,28.25,5,82.5,12.5,2020-06-05T16:50:00Z,42.319170785,-72.654848425,50.95975643,8.02,19.3,10.44,169,0,3.45,162.05,NA,NA,NA
2020-06-05,2020,Summer,Upstream,01URSU20.UM,01URSU20,UM,25.8,429.65,172,67.5,78.49291666666667,1557,4.112500000000001,24.07,15.835,28,37.5,61.5,1,2020-06-05T17:44:00Z,42.319179414999994,-72.654654615,62.72514144,8.11,19.8,10.497339175,637.8037884,0.11315,0.95,156.45,NA,NA,NA
2020-06-05,2020,Summer,Upstream,01URSU20.USU,01URSU20,USU,25.8,429.65,172,67.5,78.49291666666667,1557,4.112500000000001,24.07,15.835,15.5,30,65,5,2020-06-05T19:31:00Z,42.320466284999995,-72.653692855,54.800978645,7.97,20.7,9.843183241,467.66844665,0.14245,1.75,144.4,NA,NA,NA
2020-06-05,2020,Summer,Upstream,01URSU20.UFR,01URSU20,UFR,25.8,429.65,172,67.5,78.49291666666667,1557,4.112500000000001,24.07,15.835,31.5,12,82.5,3,2020-06-05T18:20:00Z,42.31933612,-72.65475864,45.598780515,8.120000000000001,20.1,10.45839551,99.385283695,5e-4,2.25,157.8,NA,NA,NA
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,01DRSU20,DFR,25.8,445.2,158,63,74.08239583333334,1557,4.229,24.07,16.06,18.5,12,86,2,2020-06-06T15:10:00Z,42.31501547,-72.64116613,43.04634169,7.42,22.6,9.287265633,1148.395982,0.1724,6.8,159,NA,NA,NA
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,01DRSU20,DM,25.8,445.2,158,63,74.08239583333334,1557,4.229,24.07,16.06,15.5,10,88,2,2020-06-06T15:30:00Z,42.31525924,-72.64110975,53.99024387,7.45,22.4,9.286555929,1207.833401,0,6.2,158.6,NA,NA,NA
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,01DRSU20,DSH,25.8,445.2,158,63,74.08239583333334,1557,4.229,24.07,16.06,14,10,90,0,2020-06-06T15:50:00Z,42.31519262,-72.64115403,49.44390199,7.43,22.6,9.365845636,39.77487254,0.3985,2.9,158.8,NA,NA,NA
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,01DRSU20,DSR,25.8,445.2,158,63,74.08239583333334,1557,4.229,24.07,16.06,19,9,90,1,2020-06-06T14:40:00Z,42.31485813,-72.64114231,41.17073161,7.43,22,9.456971629,1230.941595,0.0829,2.2,160.3,NA,NA,NA
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,01DRSU20,DSP,25.8,445.2,158,63,74.08239583333334,1557,4.229,24.07,16.06,15,20,75,5,2020-06-06T16:20:00Z,42.3153908,-72.64115273,45.79268237,7.44,22.5,9.202787201,1430.890283,0.2398,2.4,160.5,NA,NA,NA
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,02DRSU20,DFR,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,16.4,15,70,15,2020-06-07T18:28:00Z,42.31507753,-72.64116669,48,7.19,20.4,8.972204372,97.97916856,0.0768,8.1,180.7,NA,NA,NA
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,02DRSU20,DSH,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,16.8,5,95,0,2020-06-07T19:15:00Z,42.31530681,-72.64121809,47.13157935,7.2,20.1,9.121988651,46.12248118,0.1386,12.7,179.1,NA,NA,NA
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,02DRSU20,DSP,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,11.9,30,65,5,2020-06-07T19:45:00Z,42.31550905,-72.64113933,56.32682893,7.26,20.1,9.262709875,161.1913637,0.07,9.5,181.2,NA,NA,NA
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,02DRSU20,DSR,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,19,10,85,5,2020-06-07T18:00:00Z,42.31501733,-72.64105243,70.66097501,7.19,20.5,9.04136897,89.48747502,0.1901,9.7,182,NA,NA,NA
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,02URSU20,UFR,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,32.05,22.5,75,2.5,2020-06-07T15:00:00Z,42.31925901,-72.65452938,54.732413175,7.54,17.85,10.002989593,65.06973089499999,0.0469,5.8,166.6,NA,NA,NA
2020-06-07,2020,Summer,Upstream,02URSU20.UM,02URSU20,UM,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,24.35,45,55,0,2020-06-07T14:40:00Z,42.319477795,-72.65476398,82.596117575,7.565,17.9,10.003393506,223.85036275,0.41180000000000005,3.5,163.55,NA,NA,NA
2020-06-07,2020,Summer,Upstream,02URSU20.USH,02URSU20,USH,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,25.6,37.5,55,7.5,2020-06-07T15:30:00Z,42.32050998,-72.653706895,56.828048845,7.65,18.15,10.12865126,69.41817527500001,0.16765000000000002,5.699999999999999,148.35,NA,NA,NA
2020-06-07,2020,Summer,Upstream,02URSU20.USR,02URSU20,USR,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,15.85,30,62.5,7.5,2020-06-07T14:00:00Z,42.319296025,-72.65479623,64.2292681,7.470000000000001,17.7,9.7250938565,86.893037304999993,-1.5e-4,5.4,172.35000000000002,NA,NA,NA
2020-06-07,2020,Summer,Upstream,02URSU20.USU,02URSU20,USU,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,15,22.5,75,2.5,2020-06-07T15:46:00Z,42.32043525,-72.653642915,73.09797803000001,7.68,18.1,10.1329983,143.03384825,0.07235,5.7,148.10000000000002,NA,NA,NA
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,02DRSU20,DM,27.3,454.65,144,60.8,70.26711805555556,1557,4.357,24.19,16.34,16.1,3,95,2,2020-06-07T19:00:00Z,42.31512088,-72.64111403,46.64878064,7.21,20.4,9.060270753,116.2497942,0.0728,10,180.6,NA,NA,NA
2020-06-08,2020,Summer,Upstream,03URSU20.UM,03URSU20,UM,21.5,460.8,142,56.5,66.79871527777777,1557,4.4915,24.19,16.595,19.4,27.5,72.5,0,2020-06-08T14:36:00Z,42.31925662,-72.654801155,52.62561006999999,7.58,16.2,10.4923785,321.14649925000003,0.1784,3.7,170.5,NA,NA,NA
2020-06-08,2020,Summer,Upstream,03URSU20.USU,03URSU20,USU,21.5,460.8,142,56.5,66.79871527777777,1557,4.4915,24.19,16.595,19.1,43,55,2,2020-06-08T15:54:00Z,42.320370325,-72.653687265,85.71341519,7.7,17.299999999999997,10.541706875,1517.5659715000002,0.25315,3.4000000000000004,152.7,NA,NA,NA
2020-06-08,2020,Summer,Upstream,03URSU20.UFR,03URSU20,UFR,21.5,460.8,142,56.5,66.79871527777777,1557,4.4915,24.19,16.595,31.7,35,65,0,2020-06-08T15:00:00Z,42.31942215,-72.654599075,56.554813245000005,7.57,16.35,10.424759865,74.770219355,0.05385,2.95,172.95,NA,NA,NA
2020-06-08,2020,Summer,Upstream,03URSU20.USH,03URSU20,USH,21.5,460.8,142,56.5,66.79871527777777,1557,4.4915,24.19,16.595,17.4,32,67.5,0.5,2020-06-08T15:27:00Z,42.320470535,-72.6537778,70.17560987,7.68,17.1,10.51689089,71.487426755,0.01285,6.1,151.8,NA,NA,NA
2020-06-08,2020,Summer,Upstream,03URSU20.USR,03URSU20,USR,21.5,460.8,142,56.5,66.79871527777777,1557,4.4915,24.19,16.595,22.799999999999997,46,40,14,2020-06-08T14:15:00Z,42.319283415,-72.65481344,54.246341335,7.51,15.9,10.284778255,33.101813735,0,3.1500000000000004,174.10000000000002,NA,NA,NA
2020-06-09,2020,Summer,Downstream,03DRSU20.DSP,03DRSU20,DSP,21.5,475.25,130,50.5,63.21079861111111,1557,4.6225000000000005,24.19,16.82,11.5,37,60,3,2020-06-09T15:30:00Z,42.31537796,-72.6412815,19.31951211,7.41,18.9,9.757799382,1125.231898,0.1485,5.1,169,NA,NA,NA
2020-06-09,2020,Summer,Downstream,03DRSU20.DM,03DRSU20,DM,21.5,475.25,130,50.5,63.21079861111111,1557,4.6225000000000005,24.19,16.82,18,20,78,2,2020-06-09T16:00:00Z,42.31513465,-72.64106992,38.30243962,7.4,19.1,9.719096857,200.4321786,0.2659,6.1,167.7,NA,NA,NA
2020-06-09,2020,Summer,Downstream,03DRSU20.DSH,03DRSU20,DSH,21.5,475.25,130,50.5,63.21079861111111,1557,4.6225000000000005,24.19,16.82,14.5,19,80,1,2020-06-09T15:00:00Z,42.31527449,-72.6412093,41.46097546,7.37,18.7,9.747934496,46.01766897,0.4873,1.9,167.7,NA,NA,NA
2020-06-09,2020,Summer,Downstream,03DRSU20.DSR,03DRSU20,DSR,21.5,475.25,130,50.5,63.21079861111111,1557,4.6225000000000005,24.19,16.82,16,20,75,5,2020-06-09T14:00:00Z,42.31497285,-72.64115273,46.60487803,7.39,18.9,10.0146728,430.7281139,8e-4,8.2,176.2,NA,NA,NA
2020-06-09,2020,Summer,Downstream,03DRSU20.DFR,03DRSU20,DFR,21.5,475.25,130,50.5,63.21079861111111,1557,4.6225000000000005,24.19,16.82,15,35,60,5,2020-06-09T14:30:00Z,42.31509511,-72.64113115,46.13902422,7.37,18.6,9.776858877,146.8960074,0,3,168.2,NA,NA,NA
2020-09-18,2020,Fall,Downstream,01DRFA20.DSP,01DRFA20,DSP,77.8,564.55,58.9,9.04,11.472041666666666,3.779,2.989,27.16,21.51,11.5,27.5,70,2.5,2020-09-18T16:50:00Z,42.31540694,-72.64109802499999,48.3548778,7.465,15.95,10.612582645,152.74447064999998,0,12.4,193.25,NA,NA,NA
2020-09-18,2020,Fall,Downstream,01DRFA20.DFR,01DRFA20,DFR,77.8,564.55,58.9,9.04,11.472041666666666,3.779,2.989,27.16,21.51,15.25,25,67.5,7.5,2020-09-18T15:55:00Z,42.3150979,-72.641110305,43.081707325000004,7.41,16.05,10.381053545,68.32522015500001,0.05655,12.75,193.35,NA,NA,NA
2020-09-18,2020,Fall,Downstream,01DRFA20.DSH,01DRFA20,DSH,77.8,564.55,58.9,9.04,11.472041666666666,3.779,2.989,27.16,21.51,11.25,22.5,75,2.5,2020-09-18T16:30:00Z,42.315245045,-72.64123991,66.98536589,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,NA,NA,NA
2020-09-18,2020,Fall,Downstream,01DRFA20.DSR,01DRFA20,DSR,77.8,564.55,58.9,9.04,11.472041666666666,3.779,2.989,27.16,21.51,16.25,7.5,86,6.5,2020-09-18T15:30:00Z,42.31497932,-72.641112725,44.05731713,7.445,16.65,10.339003585,76.11030756,0,13.75,194.2,NA,NA,NA
2020-09-18,2020,Fall,Downstream,01DRFA20.DM,01DRFA20,DM,77.8,564.55,58.9,9.04,11.472041666666666,3.779,2.989,27.16,21.51,16.25,15,81.5,3.5,2020-09-18T16:15:00Z,42.315037195,-72.641183435,67.847560835,7.42,16.05,10.417611184999998,140.7991454,0.13595000000000002,12.45,195,NA,NA,NA
2020-09-19,2020,Fall,Upstream,01URFA20.UM,01URFA20,UM,67.6,556.2,58.9,9.04,11.476819444444445,3.779,2.971,27.16,21.35,14,7,92.5,0.5,2020-09-19T14:30:00Z,42.319335,-72.65477,57,7.65,11.7,11.005,33.5,0.205,8.55,202.1,NA,NA,NA
2020-09-19,2020,Fall,Upstream,01URFA20.USU,01URFA20,USU,67.6,556.2,58.9,9.04,11.476819444444445,3.779,2.971,27.16,21.35,27.25,45,50,5,2020-09-19T15:11:00Z,42.32053324,-72.65374365,91.09512209,7.76,12.5,11.765,1103.363037,0.0115,11.1,187.25,NA,NA,NA
2020-09-19,2020,Fall,Upstream,01URFA20.UFR,01URFA20,UFR,67.6,556.2,58.9,9.04,11.476819444444445,3.779,2.971,27.16,21.35,23,6.5,85,8.5,2020-09-19T14:45:00Z,42.320939,-72.65473,57.5,7.615,11.7,11.39,16,0.007,11.75,202.9,NA,NA,NA
2020-09-19,2020,Fall,Upstream,01URFA20.USR,01URFA20,USR,67.6,556.2,58.9,9.04,11.476819444444445,3.779,2.971,27.16,21.35,15,27.5,65,7.5,2020-09-19T14:20:00Z,42.319245,-72.65483499999999,51,7.475,11.5,10.815,46,0,14,204.8,NA,NA,NA
2020-09-19,2020,Fall,Upstream,01URFA20.USH,01URFA20,USH,67.6,556.2,58.9,9.04,11.476819444444445,3.779,2.971,27.16,21.35,19.75,20,72.5,7.5,2020-09-19T15:20:00Z,42.320474345,-72.65373574,60.054877905,7.735,12.55,11.69343029,433.1287118,0.011,10.85,187.95,NA,NA,NA
2020-09-20,2020,Fall,Downstream,02DRFA20.DFR,02DRFA20,DFR,67.6,546.45,58.9,9.04,11.461506944444444,3.779,2.957,27.16,21.2,17.25,10,80,10,2020-09-20T14:51:00Z,42.315175375,-72.64116932499999,36.115384715,7.355,13.85,10.835020705,75.17605293,0.0391,16.65,201.2,NA,NA,NA
2020-09-20,2020,Fall,Downstream,02DRFA20.DM,02DRFA20,DM,67.6,546.45,58.9,9.04,11.461506944444444,3.779,2.957,27.16,21.2,15.75,17.5,77.5,5,2020-09-20T15:07:00Z,42.31512818,-72.64102926000001,40.391025495,7.390000000000001,14.3,10.84698778,76.55585683999999,0.0272,16.35,200.05,NA,NA,NA
2020-09-20,2020,Fall,Downstream,02DRFA20.DSH,02DRFA20,DSH,67.6,546.45,58.9,9.04,11.461506944444444,3.779,2.957,27.16,21.2,15,12.5,70,17.5,2020-09-20T14:30:00Z,42.31532889,-72.64118096499999,42.943589724999995,7.35,13.85,10.77270427,271.22730162,0.30779999999999996,17.6,200.85,NA,NA,NA
2020-09-20,2020,Fall,Downstream,02DRFA20.DSP,02DRFA20,DSP,67.6,546.45,58.9,9.04,11.461506944444444,3.779,2.957,27.16,21.2,11.5,17.5,72.5,10,2020-09-20T14:20:00Z,42.315428315,-72.641129515,41.353846085,7.375,13.85,10.681342675,43.049789055,0.02865,16.7,201.75,NA,NA,NA
2020-09-20,2020,Fall,Downstream,02DRFA20.DSR,02DRFA20,DSR,67.6,546.45,58.9,9.04,11.461506944444444,3.779,2.957,27.16,21.2,14,16.5,75,8.5,2020-09-20T14:56:00Z,42.31511023,-72.641063105,46.9820516,7.345000000000001,14.35,11.22320206,887.44233295,0,14,201.3,NA,NA,NA
2020-09-25,2020,Fall,Upstream,02URFA20.UM,02URFA20,UM,67.6,488.6,58.9,9.04,11.512666666666666,3.534,2.844,24.92,20.36,16,7.5,85,7.5,2020-09-25T17:11:00Z,42.319413355,-72.65481420500001,54.116666745,8.195,15.4,11.839431785,198.22655655,0.38325,8.75,213.4,NA,NA,NA
2020-09-25,2020,Fall,Upstream,02URFA20.USH,02URFA20,USH,67.6,488.6,58.9,9.04,11.512666666666666,3.534,2.844,24.92,20.36,22.5,20,75,5,2020-09-25T17:53:00Z,42.320437575,-72.65370061499999,69.70769364,8.245000000000001,15.85,11.40094656,96.011173455,0.0908,9.6,197.2,NA,NA,NA
2020-09-25,2020,Fall,Upstream,02URFA20.USR,02URFA20,USR,67.6,488.6,58.9,9.04,11.512666666666666,3.534,2.844,24.92,20.36,14,10,85,5,2020-09-25T16:45:00Z,42.319209255,-72.656272855,29.494871818,7.815,15.5,11.582965949999998,84.770238365,6.5e-4,9.7,218.45,NA,NA,NA
2020-09-25,2020,Fall,Upstream,02URFA20.USU,02URFA20,USU,67.6,488.6,58.9,9.04,11.512666666666666,3.534,2.844,24.92,20.36,20.25,25,70,5,2020-09-25T18:08:00Z,42.320286435,-72.65355252,68.62435912999999,8.295,15.85,11.55189127,126.50466545,0.15635,7.85,196.25,NA,NA,NA
2020-09-25,2020,Fall,Upstream,02URFA20.UFR,02URFA20,UFR,67.6,488.6,58.9,9.04,11.512666666666666,3.534,2.844,24.92,20.36,32.5,35,60,5,2020-09-25T17:11:00Z,42.31945116,-72.65461105,68.93076901500001,8.135000000000002,15.4,11.813698865,24.64108351,1e-4,7.4,214.5,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DFR,03DRFA20,DFR,67.6,491.65,58.9,9.04,11.54004861111111,3.534,2.8315,24.34,20.2,14.75,12.5,77.5,10,2020-09-26T14:55:00Z,42.315222434999995,-72.64116631499999,45.78170758,7.335,16.8,10.154587,65.50811058000001,0.08795,14.05,210.15,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSP,03DRFA20,DSP,67.6,491.65,58.9,9.04,11.54004861111111,3.534,2.8315,24.34,20.2,13.5,12.5,82.5,5,2020-09-26T14:20:00Z,42.315347345,-72.641071875,49.732926535,7.35,17,9.9432332075,40.20602204,0,24.6,224.65,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSR,03DRFA20,DSR,67.6,491.65,58.9,9.04,11.54004861111111,3.534,2.8315,24.34,20.2,13,7.5,87.5,5,2020-09-26T15:20:00Z,42.31498653,-72.641112445,50.542683205,7.335,16.9,9.9691137475,112.520705815,0,27.75,201.85,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DM,03DRFA20,DM,67.6,491.65,58.9,9.04,11.54004861111111,3.534,2.8315,24.34,20.2,11,7.5,85,7.5,2020-09-26T15:41:00Z,42.315110184999995,-72.641117285000007,76.845121805,7.404999999999999,16.9,10.4622634,145.2281863,0.0761,14.1,204.4,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSH,03DRFA20,DSH,67.6,491.65,58.9,9.04,11.54004861111111,3.534,2.8315,24.34,20.2,14.25,7.5,82.5,10,2020-09-26T14:35:00Z,42.31536991,-72.641199065,44.37317062,7.31,16.8,10.17885493,8.793764336999999,0.0924,13,216.2,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USU,03URFA20,USU,49.6,493.6,58.9,9.04,11.548118055555555,3.534,2.825,24.34,20.01,19,12.5,82.5,5,2020-09-27T16:25:00Z,42.32037214,-72.653607155,69.31097589,8.015,17.25,11.0875481,139.92841855,0.1347,7.65,202.35,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USR,03URFA20,USR,49.6,493.6,58.9,9.04,11.548118055555555,3.534,2.825,24.34,20.01,13.25,10,82.5,7.5,2020-09-27T15:15:00Z,42.319210005,-72.65478851,50.30975635,7.515000000000001,17.2,10.47652056,88.699252085,0,31.65,224.6,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USH,03URFA20,USH,49.6,493.6,58.9,9.04,11.548118055555555,3.534,2.825,24.34,20.01,14.75,35,57.5,7.5,2020-09-27T16:45:00Z,42.32047081,-72.65367098499999,52.712194955,8.03,17.5,10.94422338,75.08654927,0,9.55,202.75,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.UFR,03URFA20,UFR,49.6,493.6,58.9,9.04,11.548118055555555,3.534,2.825,24.34,20.01,27,27.5,67.5,5,2020-09-27T15:35:00Z,42.31929449,-72.654642615,77.936584845,7.77,17.05,10.88946183,46.44526992,0,18.4,221.15,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.UM,03URFA20,UM,49.6,493.6,58.9,9.04,11.548118055555555,3.534,2.825,24.34,20.01,13.25,22.5,67.5,10,2020-09-27T15:35:00Z,42.31931981,-72.654820375,63.17451885999999,7.795,16.9,10.96369668,165.2575432,0.2252,14.5,223.75,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.USH,01URSU21,USH,132.2,438.1,1250,98.3,132.1226388888889,1236,14.614999999999998,21.76,13.58,21,10,90,0,2021-06-02T18:51:00Z,42.32045,-71.363,51,7.54,15.6,10.64,138,0.464,5.6,108.5,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.UM,01URSU21,UM,132.2,438.1,1250,98.3,132.1226388888889,1236,14.614999999999998,21.76,13.58,32,5,95,0,2021-06-02T18:20:00Z,42.3193,-72.65471,34,7.54,15.7,10.59,122,0.6,6,114.6,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.USU,01URSU21,USU,132.2,438.1,1250,98.3,132.1226388888889,1236,14.614999999999998,21.76,13.58,21,20,80,0,2021-06-02T18:41:00Z,42.32039,-71.352,72,7.54,15.6,10.68,226,0.272,6.4,107.6,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.UFR,01URSU21,UFR,132.2,438.1,1250,98.3,132.1226388888889,1236,14.614999999999998,21.76,13.58,36.5,5,95,0,2021-06-02T18:06:00Z,42.31942,-72.6547,53,7.56,15.4,10.58,83,0.001,8.3,119.1,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.USR,01URSU21,USR,132.2,438.1,1250,98.3,132.1226388888889,1236,14.614999999999998,21.76,13.58,24,10,90,0,2021-06-02T17:50:00Z,42.31916,-72.65471,88,7.56,15.8,10.58,158,0.015,7.4,119.1,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DSP,01DRSU21,DSP,120,440.6,1250,94,130.6865625,1236,15.15,21.76,14.075,12,15,85,0,2021-06-03T18:23:00Z,42.31524,-72.64074,75,7.42,16.9,10.37,253,0.233,9.6,122.9,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DFR,01DRSU21,DFR,120,440.6,1250,94,130.6865625,1236,15.15,21.76,14.075,14.75,15,80,5,2021-06-03T17:45:00Z,42.31505,-72.64116,45,7.46,17,10.29,113,0.213,8.6,122.5,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DSH,01DRSU21,DSH,120,440.6,1250,94,130.6865625,1236,15.15,21.76,14.075,18,15,85,0,2021-06-03T18:11:00Z,42.31523,-72.64107,48,7.42,17.1,10.29,60,0.59,10,122.1,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DM,01DRSU21,DM,120,440.6,1250,94,130.6865625,1236,15.15,21.76,14.075,26,30,63,7,2021-06-03T18:03:00Z,42.31517,-72.64103,65,7.42,16.9,10.31,250,0.216,8.6,121.9,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DSR,01DRSU21,DSR,120,440.6,1250,94,130.6865625,1236,15.15,21.76,14.075,12.9,25,70,5,2021-06-03T17:33:00Z,42.31493,-72.64104,60,7.46,17.1,10.37,143,0.298,7.8,125.1,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.UM,02URSU21,UM,76.6,485.65,312,78.4,93.16916666666668,1236,18.35,22.63,16.17,12.5,11,88,1,2021-06-07T14:20:00Z,42.379255,-72.65482,48,7.545,20.35,9.6,161.5,0.5155,9.85,145.60000000000002,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USH,02URSU21,USH,76.6,485.65,312,78.4,93.16916666666668,1236,18.35,22.63,16.17,22.25,32,65,3,2021-06-07T15:37:00Z,42.37204,-72.653655,52.5,7.67,21.1,9.625,168,0.122,8.899999999999999,131.60000000000002,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.UFR,02URSU21,UFR,76.6,485.65,312,78.4,93.16916666666668,1236,18.35,22.63,16.17,28,7,91.5,1.5,2021-06-07T14:45:00Z,42.379195,-72.65471500000001,53.5,7.58,20.45,9.61,49.5,5e-4,9.25,146.5,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USU,02URSU21,USU,76.6,485.65,312,78.4,93.16916666666668,1236,18.35,22.63,16.17,14.5,6,94,0,2021-06-07T15:12:00Z,42.37204,-72.65361,66,7.685,21.15,9.665,1022,0.108,10.4,133.10000000000002,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USR,02URSU21,USR,76.6,485.65,312,78.4,93.16916666666668,1236,18.35,22.63,16.17,19.5,25,72,3,2021-06-07T13:58:00Z,42.37922,-72.65486,47,7.525,20.1,9.515,86,0,8.25,149.95,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSH,02DRSU21,DSH,76.6,504.85,312,72.2,88.92159722222222,1236,22.83,23.78,16.605,16.45,12.5,81.75,0.75,2021-06-08T15:38:00Z,42.3153,-72.641165,53.5,7.295,23.9,8.805,51,0.3995,12.7,146.7,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSP,02DRSU21,DSP,76.6,504.85,312,72.2,88.92159722222222,1236,22.83,23.78,16.605,6.25,12.5,85,2.5,2021-06-08T16:00:00Z,42.315315,-72.64099,55,7.225,23.35,8.715,553.5,0.3035,10.2,147.05,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DFR,02DRSU21,DFR,76.6,504.85,312,72.2,88.92159722222222,1236,22.83,23.78,16.605,23.05,40,59,1,2021-06-08T14:30:00Z,42.31512,-72.641165,55,7.275,22.55,8.815000000000001,1108,0.1975,9,143.6,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DM,02DRSU21,DM,76.6,504.85,312,72.2,88.92159722222222,1236,22.83,23.78,16.605,18.5,22.5,76.5,1,2021-06-08T15:12:00Z,42.31515,-72.64108999999999,54,7.289999999999999,23.15,8.72,183.5,0.0825,13.25,144.35,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSR,02DRSU21,DSR,76.6,504.85,312,72.2,88.92159722222222,1236,22.83,23.78,16.605,21.75,27.5,69,3.5,2021-06-08T14:07:00Z,42.314845000000005,-72.640945,39,7.315,22.25,8.825,535,0.0775,10.2,145.75,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USU,03URSU21,USU,95.2,530.1,312,65.3,81.21510416666666,1236,22.83,23.86,17.2,16.25,20,79,1,2021-06-10T18:52:00Z,42.320345,-72.65361999999999,63,7.745,22,9.37,1114,0.177,8.3,136.4,NA,NA,NA
